policy_id,horizon_ms,minimum_dxy_move_bps,minimum_xag_move_bps,minimum_xau_move_bps,minimum_source_quote_count,eligible_full_weekdays,candidates,candidates_per_full_weekday,active_days,active_day_share,long_candidates,short_candidates,minority_direction_share,selection_eligible
H20000__DX020__AG500__AU200__QC05,20000,0.2,5.0,2.0,5,22,21,0.9545454545454546,21,0.9545454545454546,11,10,0.47619047619047616,True
H20000__DX020__AG500__AU300__QC02,20000,0.2,5.0,3.0,2,22,21,0.9545454545454546,21,0.9545454545454546,10,11,0.47619047619047616,True
H20000__DX020__AG500__AU300__QC05,20000,0.2,5.0,3.0,5,22,21,0.9545454545454546,21,0.9545454545454546,9,12,0.42857142857142855,True
H20000__DX020__AG500__AU500__QC02,20000,0.2,5.0,5.0,2,22,20,0.9090909090909091,20,0.9090909090909091,7,13,0.35,True
H20000__DX020__AG500__AU500__QC05,20000,0.2,5.0,5.0,5,22,20,0.9090909090909091,20,0.9090909090909091,7,13,0.35,True
H20000__DX020__AG750__AU050__QC02,20000,0.2,7.5,0.5,2,22,21,0.9545454545454546,21,0.9545454545454546,12,9,0.42857142857142855,True
H20000__DX020__AG750__AU050__QC05,20000,0.2,7.5,0.5,5,22,21,0.9545454545454546,21,0.9545454545454546,11,10,0.47619047619047616,True
H20000__DX020__AG750__AU100__QC02,20000,0.2,7.5,1.0,2,22,21,0.9545454545454546,21,0.9545454545454546,12,9,0.42857142857142855,True
H20000__DX020__AG750__AU100__QC05,20000,0.2,7.5,1.0,5,22,21,0.9545454545454546,21,0.9545454545454546,11,10,0.47619047619047616,True
H20000__DX020__AG750__AU200__QC02,20000,0.2,7.5,2.0,2,22,21,0.9545454545454546,21,0.9545454545454546,12,9,0.42857142857142855,True
H20000__DX020__AG750__AU200__QC05,20000,0.2,7.5,2.0,5,22,21,0.9545454545454546,21,0.9545454545454546,11,10,0.47619047619047616,True
H20000__DX020__AG750__AU300__QC02,20000,0.2,7.5,3.0,2,22,20,0.9090909090909091,20,0.9090909090909091,12,8,0.4,True
H20000__DX020__AG750__AU300__QC05,20000,0.2,7.5,3.0,5,22,20,0.9090909090909091,20,0.9090909090909091,11,9,0.45,True
H20000__DX020__AG750__AU500__QC02,20000,0.2,7.5,5.0,2,22,17,0.7727272727272727,17,0.7727272727272727,9,8,0.47058823529411764,True
H20000__DX020__AG750__AU500__QC05,20000,0.2,7.5,5.0,5,22,17,0.7727272727272727,17,0.7727272727272727,9,8,0.47058823529411764,True
H20000__DX030__AG100__AU050__QC02,20000,0.3,1.0,0.5,2,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX030__AG100__AU050__QC05,20000,0.3,1.0,0.5,5,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX030__AG100__AU100__QC02,20000,0.3,1.0,1.0,2,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX030__AG100__AU100__QC05,20000,0.3,1.0,1.0,5,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX030__AG100__AU200__QC02,20000,0.3,1.0,2.0,2,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H20000__DX030__AG100__AU200__QC05,20000,0.3,1.0,2.0,5,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX030__AG100__AU300__QC02,20000,0.3,1.0,3.0,2,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX030__AG100__AU300__QC05,20000,0.3,1.0,3.0,5,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX030__AG100__AU500__QC02,20000,0.3,1.0,5.0,2,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX030__AG100__AU500__QC05,20000,0.3,1.0,5.0,5,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX030__AG200__AU050__QC02,20000,0.3,2.0,0.5,2,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H20000__DX030__AG200__AU050__QC05,20000,0.3,2.0,0.5,5,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX030__AG200__AU100__QC02,20000,0.3,2.0,1.0,2,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX030__AG200__AU100__QC05,20000,0.3,2.0,1.0,5,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX030__AG200__AU200__QC02,20000,0.3,2.0,2.0,2,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX030__AG200__AU200__QC05,20000,0.3,2.0,2.0,5,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX030__AG200__AU300__QC02,20000,0.3,2.0,3.0,2,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX030__AG200__AU300__QC05,20000,0.3,2.0,3.0,5,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX030__AG200__AU500__QC02,20000,0.3,2.0,5.0,2,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX030__AG200__AU500__QC05,20000,0.3,2.0,5.0,5,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX030__AG300__AU050__QC02,20000,0.3,3.0,0.5,2,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX030__AG300__AU050__QC05,20000,0.3,3.0,0.5,5,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX030__AG300__AU100__QC02,20000,0.3,3.0,1.0,2,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX030__AG300__AU100__QC05,20000,0.3,3.0,1.0,5,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H20000__DX030__AG300__AU200__QC02,20000,0.3,3.0,2.0,2,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX030__AG300__AU200__QC05,20000,0.3,3.0,2.0,5,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX030__AG300__AU300__QC02,20000,0.3,3.0,3.0,2,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX030__AG300__AU300__QC05,20000,0.3,3.0,3.0,5,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX030__AG300__AU500__QC02,20000,0.3,3.0,5.0,2,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX030__AG300__AU500__QC05,20000,0.3,3.0,5.0,5,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX030__AG500__AU050__QC02,20000,0.3,5.0,0.5,2,22,21,0.9545454545454546,21,0.9545454545454546,13,8,0.38095238095238093,True
H20000__DX030__AG500__AU050__QC05,20000,0.3,5.0,0.5,5,22,21,0.9545454545454546,21,0.9545454545454546,13,8,0.38095238095238093,True
H20000__DX030__AG500__AU100__QC02,20000,0.3,5.0,1.0,2,22,21,0.9545454545454546,21,0.9545454545454546,13,8,0.38095238095238093,True
H20000__DX030__AG500__AU100__QC05,20000,0.3,5.0,1.0,5,22,21,0.9545454545454546,21,0.9545454545454546,13,8,0.38095238095238093,True
H20000__DX030__AG500__AU200__QC02,20000,0.3,5.0,2.0,2,22,21,0.9545454545454546,21,0.9545454545454546,12,9,0.42857142857142855,True
H20000__DX030__AG500__AU200__QC05,20000,0.3,5.0,2.0,5,22,21,0.9545454545454546,21,0.9545454545454546,11,10,0.47619047619047616,True
H20000__DX030__AG500__AU300__QC02,20000,0.3,5.0,3.0,2,22,21,0.9545454545454546,21,0.9545454545454546,11,10,0.47619047619047616,True
H20000__DX030__AG500__AU300__QC05,20000,0.3,5.0,3.0,5,22,21,0.9545454545454546,21,0.9545454545454546,10,11,0.47619047619047616,True
H20000__DX030__AG500__AU500__QC02,20000,0.3,5.0,5.0,2,22,20,0.9090909090909091,20,0.9090909090909091,7,13,0.35,True
H20000__DX030__AG500__AU500__QC05,20000,0.3,5.0,5.0,5,22,20,0.9090909090909091,20,0.9090909090909091,7,13,0.35,True
H20000__DX030__AG750__AU050__QC02,20000,0.3,7.5,0.5,2,22,21,0.9545454545454546,21,0.9545454545454546,12,9,0.42857142857142855,True
H20000__DX030__AG750__AU050__QC05,20000,0.3,7.5,0.5,5,22,21,0.9545454545454546,21,0.9545454545454546,11,10,0.47619047619047616,True
H20000__DX030__AG750__AU100__QC02,20000,0.3,7.5,1.0,2,22,21,0.9545454545454546,21,0.9545454545454546,12,9,0.42857142857142855,True
H20000__DX030__AG750__AU100__QC05,20000,0.3,7.5,1.0,5,22,21,0.9545454545454546,21,0.9545454545454546,11,10,0.47619047619047616,True
H20000__DX030__AG750__AU200__QC02,20000,0.3,7.5,2.0,2,22,21,0.9545454545454546,21,0.9545454545454546,12,9,0.42857142857142855,True
H20000__DX030__AG750__AU200__QC05,20000,0.3,7.5,2.0,5,22,21,0.9545454545454546,21,0.9545454545454546,11,10,0.47619047619047616,True
H20000__DX030__AG750__AU300__QC02,20000,0.3,7.5,3.0,2,22,20,0.9090909090909091,20,0.9090909090909091,12,8,0.4,True
H20000__DX030__AG750__AU300__QC05,20000,0.3,7.5,3.0,5,22,20,0.9090909090909091,20,0.9090909090909091,11,9,0.45,True
H20000__DX030__AG750__AU500__QC02,20000,0.3,7.5,5.0,2,22,17,0.7727272727272727,17,0.7727272727272727,9,8,0.47058823529411764,True
H20000__DX030__AG750__AU500__QC05,20000,0.3,7.5,5.0,5,22,17,0.7727272727272727,17,0.7727272727272727,9,8,0.47058823529411764,True
H20000__DX050__AG100__AU050__QC02,20000,0.5,1.0,0.5,2,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX050__AG100__AU050__QC05,20000,0.5,1.0,0.5,5,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX050__AG100__AU100__QC02,20000,0.5,1.0,1.0,2,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX050__AG100__AU100__QC05,20000,0.5,1.0,1.0,5,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX050__AG100__AU200__QC02,20000,0.5,1.0,2.0,2,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX050__AG100__AU200__QC05,20000,0.5,1.0,2.0,5,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX050__AG100__AU300__QC02,20000,0.5,1.0,3.0,2,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX050__AG100__AU300__QC05,20000,0.5,1.0,3.0,5,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX050__AG100__AU500__QC02,20000,0.5,1.0,5.0,2,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX050__AG100__AU500__QC05,20000,0.5,1.0,5.0,5,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX050__AG200__AU050__QC02,20000,0.5,2.0,0.5,2,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX050__AG200__AU050__QC05,20000,0.5,2.0,0.5,5,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX050__AG200__AU100__QC02,20000,0.5,2.0,1.0,2,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX050__AG200__AU100__QC05,20000,0.5,2.0,1.0,5,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX050__AG200__AU200__QC02,20000,0.5,2.0,2.0,2,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX050__AG200__AU200__QC05,20000,0.5,2.0,2.0,5,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX050__AG200__AU300__QC02,20000,0.5,2.0,3.0,2,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX050__AG200__AU300__QC05,20000,0.5,2.0,3.0,5,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX050__AG200__AU500__QC02,20000,0.5,2.0,5.0,2,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX050__AG200__AU500__QC05,20000,0.5,2.0,5.0,5,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX050__AG300__AU050__QC02,20000,0.5,3.0,0.5,2,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX050__AG300__AU050__QC05,20000,0.5,3.0,0.5,5,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H20000__DX050__AG300__AU100__QC02,20000,0.5,3.0,1.0,2,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX050__AG300__AU100__QC05,20000,0.5,3.0,1.0,5,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H20000__DX050__AG300__AU200__QC02,20000,0.5,3.0,2.0,2,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX050__AG300__AU200__QC05,20000,0.5,3.0,2.0,5,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX050__AG300__AU300__QC02,20000,0.5,3.0,3.0,2,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX050__AG300__AU300__QC05,20000,0.5,3.0,3.0,5,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX050__AG300__AU500__QC02,20000,0.5,3.0,5.0,2,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX050__AG300__AU500__QC05,20000,0.5,3.0,5.0,5,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX050__AG500__AU050__QC02,20000,0.5,5.0,0.5,2,22,21,0.9545454545454546,21,0.9545454545454546,13,8,0.38095238095238093,True
H20000__DX050__AG500__AU050__QC05,20000,0.5,5.0,0.5,5,22,21,0.9545454545454546,21,0.9545454545454546,13,8,0.38095238095238093,True
H20000__DX050__AG500__AU100__QC02,20000,0.5,5.0,1.0,2,22,21,0.9545454545454546,21,0.9545454545454546,13,8,0.38095238095238093,True
H20000__DX050__AG500__AU100__QC05,20000,0.5,5.0,1.0,5,22,21,0.9545454545454546,21,0.9545454545454546,13,8,0.38095238095238093,True
H20000__DX050__AG500__AU200__QC02,20000,0.5,5.0,2.0,2,22,21,0.9545454545454546,21,0.9545454545454546,11,10,0.47619047619047616,True
H20000__DX050__AG500__AU200__QC05,20000,0.5,5.0,2.0,5,22,21,0.9545454545454546,21,0.9545454545454546,11,10,0.47619047619047616,True
H20000__DX050__AG500__AU300__QC02,20000,0.5,5.0,3.0,2,22,21,0.9545454545454546,21,0.9545454545454546,10,11,0.47619047619047616,True
H20000__DX050__AG500__AU300__QC05,20000,0.5,5.0,3.0,5,22,21,0.9545454545454546,21,0.9545454545454546,10,11,0.47619047619047616,True
H20000__DX050__AG500__AU500__QC02,20000,0.5,5.0,5.0,2,22,20,0.9090909090909091,20,0.9090909090909091,7,13,0.35,True
H20000__DX050__AG500__AU500__QC05,20000,0.5,5.0,5.0,5,22,20,0.9090909090909091,20,0.9090909090909091,7,13,0.35,True
H20000__DX050__AG750__AU050__QC02,20000,0.5,7.5,0.5,2,22,21,0.9545454545454546,21,0.9545454545454546,11,10,0.47619047619047616,True
H20000__DX050__AG750__AU050__QC05,20000,0.5,7.5,0.5,5,22,21,0.9545454545454546,21,0.9545454545454546,11,10,0.47619047619047616,True
H20000__DX050__AG750__AU100__QC02,20000,0.5,7.5,1.0,2,22,21,0.9545454545454546,21,0.9545454545454546,11,10,0.47619047619047616,True
H20000__DX050__AG750__AU100__QC05,20000,0.5,7.5,1.0,5,22,21,0.9545454545454546,21,0.9545454545454546,11,10,0.47619047619047616,True
H20000__DX050__AG750__AU200__QC02,20000,0.5,7.5,2.0,2,22,21,0.9545454545454546,21,0.9545454545454546,12,9,0.42857142857142855,True
H20000__DX050__AG750__AU200__QC05,20000,0.5,7.5,2.0,5,22,21,0.9545454545454546,21,0.9545454545454546,12,9,0.42857142857142855,True
H20000__DX050__AG750__AU300__QC02,20000,0.5,7.5,3.0,2,22,20,0.9090909090909091,20,0.9090909090909091,11,9,0.45,True
H20000__DX050__AG750__AU300__QC05,20000,0.5,7.5,3.0,5,22,20,0.9090909090909091,20,0.9090909090909091,11,9,0.45,True
H20000__DX050__AG750__AU500__QC02,20000,0.5,7.5,5.0,2,22,17,0.7727272727272727,17,0.7727272727272727,9,8,0.47058823529411764,True
H20000__DX050__AG750__AU500__QC05,20000,0.5,7.5,5.0,5,22,17,0.7727272727272727,17,0.7727272727272727,9,8,0.47058823529411764,True
H20000__DX075__AG100__AU050__QC02,20000,0.75,1.0,0.5,2,22,22,1.0,22,1.0,8,14,0.36363636363636365,True
H20000__DX075__AG100__AU050__QC05,20000,0.75,1.0,0.5,5,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX075__AG100__AU100__QC02,20000,0.75,1.0,1.0,2,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX075__AG100__AU100__QC05,20000,0.75,1.0,1.0,5,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX075__AG100__AU200__QC02,20000,0.75,1.0,2.0,2,22,22,1.0,22,1.0,8,14,0.36363636363636365,True
H20000__DX075__AG100__AU200__QC05,20000,0.75,1.0,2.0,5,22,22,1.0,22,1.0,8,14,0.36363636363636365,True
H20000__DX075__AG100__AU300__QC02,20000,0.75,1.0,3.0,2,22,22,1.0,22,1.0,7,15,0.3181818181818182,True
H20000__DX075__AG100__AU300__QC05,20000,0.75,1.0,3.0,5,22,22,1.0,22,1.0,7,15,0.3181818181818182,True
H20000__DX075__AG100__AU500__QC02,20000,0.75,1.0,5.0,2,22,22,1.0,22,1.0,8,14,0.36363636363636365,True
H20000__DX075__AG100__AU500__QC05,20000,0.75,1.0,5.0,5,22,21,0.9545454545454546,21,0.9545454545454546,8,13,0.38095238095238093,True
H20000__DX075__AG200__AU050__QC02,20000,0.75,2.0,0.5,2,22,22,1.0,22,1.0,8,14,0.36363636363636365,True
H20000__DX075__AG200__AU050__QC05,20000,0.75,2.0,0.5,5,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX075__AG200__AU100__QC02,20000,0.75,2.0,1.0,2,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX075__AG200__AU100__QC05,20000,0.75,2.0,1.0,5,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX075__AG200__AU200__QC02,20000,0.75,2.0,2.0,2,22,22,1.0,22,1.0,8,14,0.36363636363636365,True
H20000__DX075__AG200__AU200__QC05,20000,0.75,2.0,2.0,5,22,22,1.0,22,1.0,8,14,0.36363636363636365,True
H20000__DX075__AG200__AU300__QC02,20000,0.75,2.0,3.0,2,22,22,1.0,22,1.0,8,14,0.36363636363636365,True
H20000__DX075__AG200__AU300__QC05,20000,0.75,2.0,3.0,5,22,22,1.0,22,1.0,8,14,0.36363636363636365,True
H20000__DX075__AG200__AU500__QC02,20000,0.75,2.0,5.0,2,22,22,1.0,22,1.0,8,14,0.36363636363636365,True
H20000__DX075__AG200__AU500__QC05,20000,0.75,2.0,5.0,5,22,21,0.9545454545454546,21,0.9545454545454546,8,13,0.38095238095238093,True
H20000__DX075__AG300__AU050__QC02,20000,0.75,3.0,0.5,2,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX075__AG300__AU050__QC05,20000,0.75,3.0,0.5,5,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX075__AG300__AU100__QC02,20000,0.75,3.0,1.0,2,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX075__AG300__AU100__QC05,20000,0.75,3.0,1.0,5,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX075__AG300__AU200__QC02,20000,0.75,3.0,2.0,2,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX075__AG300__AU200__QC05,20000,0.75,3.0,2.0,5,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX075__AG300__AU300__QC02,20000,0.75,3.0,3.0,2,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX075__AG300__AU300__QC05,20000,0.75,3.0,3.0,5,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX075__AG300__AU500__QC02,20000,0.75,3.0,5.0,2,22,22,1.0,22,1.0,8,14,0.36363636363636365,True
H20000__DX075__AG300__AU500__QC05,20000,0.75,3.0,5.0,5,22,21,0.9545454545454546,21,0.9545454545454546,8,13,0.38095238095238093,True
H20000__DX075__AG500__AU050__QC02,20000,0.75,5.0,0.5,2,22,21,0.9545454545454546,21,0.9545454545454546,9,12,0.42857142857142855,True
H20000__DX075__AG500__AU050__QC05,20000,0.75,5.0,0.5,5,22,21,0.9545454545454546,21,0.9545454545454546,9,12,0.42857142857142855,True
H20000__DX075__AG500__AU100__QC02,20000,0.75,5.0,1.0,2,22,21,0.9545454545454546,21,0.9545454545454546,9,12,0.42857142857142855,True
H20000__DX075__AG500__AU100__QC05,20000,0.75,5.0,1.0,5,22,21,0.9545454545454546,21,0.9545454545454546,9,12,0.42857142857142855,True
H20000__DX075__AG500__AU200__QC02,20000,0.75,5.0,2.0,2,22,21,0.9545454545454546,21,0.9545454545454546,9,12,0.42857142857142855,True
H20000__DX075__AG500__AU200__QC05,20000,0.75,5.0,2.0,5,22,21,0.9545454545454546,21,0.9545454545454546,9,12,0.42857142857142855,True
H20000__DX075__AG500__AU300__QC02,20000,0.75,5.0,3.0,2,22,21,0.9545454545454546,21,0.9545454545454546,6,15,0.2857142857142857,True
H20000__DX075__AG500__AU300__QC05,20000,0.75,5.0,3.0,5,22,21,0.9545454545454546,21,0.9545454545454546,6,15,0.2857142857142857,True
H20000__DX075__AG500__AU500__QC02,20000,0.75,5.0,5.0,2,22,20,0.9090909090909091,20,0.9090909090909091,7,13,0.35,True
H20000__DX075__AG500__AU500__QC05,20000,0.75,5.0,5.0,5,22,19,0.8636363636363636,19,0.8636363636363636,7,12,0.3684210526315789,True
H20000__DX075__AG750__AU050__QC02,20000,0.75,7.5,0.5,2,22,21,0.9545454545454546,21,0.9545454545454546,11,10,0.47619047619047616,True
H20000__DX075__AG750__AU050__QC05,20000,0.75,7.5,0.5,5,22,21,0.9545454545454546,21,0.9545454545454546,11,10,0.47619047619047616,True
H20000__DX075__AG750__AU100__QC02,20000,0.75,7.5,1.0,2,22,21,0.9545454545454546,21,0.9545454545454546,11,10,0.47619047619047616,True
H20000__DX075__AG750__AU100__QC05,20000,0.75,7.5,1.0,5,22,21,0.9545454545454546,21,0.9545454545454546,11,10,0.47619047619047616,True
H20000__DX075__AG750__AU200__QC02,20000,0.75,7.5,2.0,2,22,21,0.9545454545454546,21,0.9545454545454546,11,10,0.47619047619047616,True
H20000__DX075__AG750__AU200__QC05,20000,0.75,7.5,2.0,5,22,21,0.9545454545454546,21,0.9545454545454546,11,10,0.47619047619047616,True
H20000__DX075__AG750__AU300__QC02,20000,0.75,7.5,3.0,2,22,20,0.9090909090909091,20,0.9090909090909091,10,10,0.5,True
H20000__DX075__AG750__AU300__QC05,20000,0.75,7.5,3.0,5,22,20,0.9090909090909091,20,0.9090909090909091,10,10,0.5,True
H20000__DX075__AG750__AU500__QC02,20000,0.75,7.5,5.0,2,22,17,0.7727272727272727,17,0.7727272727272727,8,9,0.47058823529411764,True
H20000__DX075__AG750__AU500__QC05,20000,0.75,7.5,5.0,5,22,17,0.7727272727272727,17,0.7727272727272727,8,9,0.47058823529411764,True
H60000__DX010__AG100__AU050__QC02,60000,0.1,1.0,0.5,2,22,22,1.0,22,1.0,11,11,0.5,True
H60000__DX010__AG100__AU050__QC05,60000,0.1,1.0,0.5,5,22,22,1.0,22,1.0,11,11,0.5,True
H60000__DX010__AG100__AU100__QC02,60000,0.1,1.0,1.0,2,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H60000__DX010__AG100__AU100__QC05,60000,0.1,1.0,1.0,5,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H60000__DX010__AG100__AU200__QC02,60000,0.1,1.0,2.0,2,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H60000__DX010__AG100__AU200__QC05,60000,0.1,1.0,2.0,5,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H60000__DX010__AG100__AU300__QC02,60000,0.1,1.0,3.0,2,22,22,1.0,22,1.0,14,8,0.36363636363636365,True
H60000__DX010__AG100__AU300__QC05,60000,0.1,1.0,3.0,5,22,22,1.0,22,1.0,14,8,0.36363636363636365,True
H60000__DX010__AG100__AU500__QC02,60000,0.1,1.0,5.0,2,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H60000__DX010__AG100__AU500__QC05,60000,0.1,1.0,5.0,5,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H60000__DX010__AG200__AU050__QC02,60000,0.1,2.0,0.5,2,22,22,1.0,22,1.0,14,8,0.36363636363636365,True
H60000__DX010__AG200__AU050__QC05,60000,0.1,2.0,0.5,5,22,22,1.0,22,1.0,14,8,0.36363636363636365,True
H60000__DX010__AG200__AU100__QC02,60000,0.1,2.0,1.0,2,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H60000__DX010__AG200__AU100__QC05,60000,0.1,2.0,1.0,5,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H60000__DX010__AG200__AU200__QC02,60000,0.1,2.0,2.0,2,22,22,1.0,22,1.0,14,8,0.36363636363636365,True
H60000__DX010__AG200__AU200__QC05,60000,0.1,2.0,2.0,5,22,22,1.0,22,1.0,14,8,0.36363636363636365,True
H60000__DX010__AG200__AU300__QC02,60000,0.1,2.0,3.0,2,22,22,1.0,22,1.0,14,8,0.36363636363636365,True
H60000__DX010__AG200__AU300__QC05,60000,0.1,2.0,3.0,5,22,22,1.0,22,1.0,14,8,0.36363636363636365,True
H60000__DX010__AG200__AU500__QC02,60000,0.1,2.0,5.0,2,22,22,1.0,22,1.0,8,14,0.36363636363636365,True
H60000__DX010__AG200__AU500__QC05,60000,0.1,2.0,5.0,5,22,22,1.0,22,1.0,8,14,0.36363636363636365,True
H60000__DX010__AG300__AU050__QC02,60000,0.1,3.0,0.5,2,22,22,1.0,22,1.0,14,8,0.36363636363636365,True
H60000__DX010__AG300__AU050__QC05,60000,0.1,3.0,0.5,5,22,22,1.0,22,1.0,14,8,0.36363636363636365,True
H60000__DX010__AG300__AU100__QC02,60000,0.1,3.0,1.0,2,22,22,1.0,22,1.0,11,11,0.5,True
H60000__DX010__AG300__AU100__QC05,60000,0.1,3.0,1.0,5,22,22,1.0,22,1.0,11,11,0.5,True
H60000__DX010__AG300__AU200__QC02,60000,0.1,3.0,2.0,2,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H60000__DX010__AG300__AU200__QC05,60000,0.1,3.0,2.0,5,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H60000__DX010__AG300__AU300__QC02,60000,0.1,3.0,3.0,2,22,22,1.0,22,1.0,14,8,0.36363636363636365,True
H60000__DX010__AG300__AU300__QC05,60000,0.1,3.0,3.0,5,22,22,1.0,22,1.0,14,8,0.36363636363636365,True
H60000__DX010__AG300__AU500__QC02,60000,0.1,3.0,5.0,2,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H60000__DX010__AG300__AU500__QC05,60000,0.1,3.0,5.0,5,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H60000__DX010__AG500__AU050__QC02,60000,0.1,5.0,0.5,2,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H60000__DX010__AG500__AU050__QC05,60000,0.1,5.0,0.5,5,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H60000__DX010__AG500__AU100__QC02,60000,0.1,5.0,1.0,2,22,22,1.0,22,1.0,8,14,0.36363636363636365,True
H60000__DX010__AG500__AU100__QC05,60000,0.1,5.0,1.0,5,22,22,1.0,22,1.0,8,14,0.36363636363636365,True
H60000__DX010__AG500__AU200__QC02,60000,0.1,5.0,2.0,2,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
